load_type,source,status,building,floor,beam_id,elementTag,area_m2,load_kN,member_category,member_id,load_id,source_value,source_unit,SI_value,SI_unit,geometry_type,annotation_anchor_sheet_xy
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-009,SOL_1_beam_0080,22.6185,140.8454,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-008,SOL_1_beam_0081,24.6069,153.2274,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-031,SOL_1_beam_0082,1.7399,10.8343,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-021,SOL_1_beam_0083,6.4624,40.2415,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-036,SOL_1_beam_0084,6.2139,38.6938,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-020,SOL_1_beam_0085,6.4624,40.2415,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-058,SOL_1_beam_0086,6.2139,38.6938,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-048,SOL_1_beam_0087,6.4624,40.2415,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-057,SOL_1_beam_0088,6.2139,38.6938,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-047,SOL_1_beam_0089,6.4624,40.2415,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-087,SOL_1_beam_0090,6.2139,38.6938,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-066,SOL_1_beam_0091,6.4624,40.2415,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-086,SOL_1_beam_0092,6.2139,38.6938,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-065,SOL_1_beam_0093,6.4624,40.2415,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-102,SOL_1_beam_0094,6.2139,38.6938,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-101,SOL_1_beam_0095,6.2139,38.6938,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-007,SOL_1_beam_0096,24.6069,153.2274,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-006,SOL_1_beam_0097,120.052,747.5639,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-035,SOL_1_beam_0098,6.2139,38.6938,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-019,SOL_1_beam_0099,6.4624,40.2415,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-028,SOL_1_beam_0100,114.3353,711.9657,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-056,SOL_1_beam_0101,6.2139,38.6938,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-046,SOL_1_beam_0102,6.4624,40.2415,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-052,SOL_1_beam_0103,98.4277,612.9096,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-085,SOL_1_beam_0104,13.9191,86.6741,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-064,SOL_1_beam_0105,9.9422,61.9101,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-100,SOL_1_beam_0106,13.6705,85.1263,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-011,SOL_1_beam_0107,58.659,365.2693,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-010,SOL_1_beam_0108,25.8497,160.9661,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-024,SOL_1_beam_0109,10.1908,63.4578,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-032,SOL_1_beam_0110,2.237,13.9298,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-022,SOL_1_beam_0111,7.2081,44.8848,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-053,SOL_1_beam_0112,59.1561,368.3648,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-059,SOL_1_beam_0113,7.4566,46.4325,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-049,SOL_1_beam_0114,7.2081,44.8848,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-078,SOL_1_beam_0115,13.1734,82.0308,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-088,SOL_1_beam_0116,7.4566,46.4325,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-067,SOL_1_beam_0117,7.2081,44.8848,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-104,SOL_1_beam_0118,18.1445,112.9859,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-103,SOL_1_beam_0119,7.4566,46.4325,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-012,SOL_1_beam_0120,22.3699,139.2976,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-016,SOL_1_beam_0121,14.9133,92.8651,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-013,SOL_1_beam_0122,13.9191,86.6741,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-017,SOL_1_beam_0123,11.185,69.6488,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-014,SOL_1_beam_0124,62.6358,390.0334,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-015,SOL_1_beam_0125,3.9769,24.764,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-018,SOL_1_beam_0126,3.9769,24.764,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-023,SOL_1_beam_0127,11.185,69.6488,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-025,SOL_1_beam_0128,111.6012,694.9404,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-042,SOL_1_beam_0129,17.3988,108.3426,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-044,SOL_1_beam_0130,14.9133,92.8651,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-043,SOL_1_beam_0131,8.948,55.7191,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-045,SOL_1_beam_0132,11.185,69.6488,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-060,SOL_1_beam_0133,17.3988,108.3426,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-062,SOL_1_beam_0134,14.9133,92.8651,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-061,SOL_1_beam_0135,12.4277,77.3876,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-063,SOL_1_beam_0136,11.185,69.6488,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-094,SOL_1_beam_0137,17.3988,108.3426,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-096,SOL_1_beam_0138,14.9133,92.8651,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-095,SOL_1_beam_0139,12.4277,77.3876,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-097,SOL_1_beam_0140,11.185,69.6488,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-001,SOL_1_beam_0141,1.9884,12.382,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-003,SOL_1_beam_0142,6.9595,43.337,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-002,SOL_1_beam_0143,2.4855,15.4775,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-004,SOL_1_beam_0144,10.9364,68.1011,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-005,SOL_1_beam_0145,15.9075,99.0561,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-105,SOL_1_beam_0146,17.3988,108.3426,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-107,SOL_1_beam_0147,5.2197,32.5028,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-106,SOL_1_beam_0148,12.4277,77.3876,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-108,SOL_1_beam_0149,3.7283,23.2163,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-026,SOL_1_beam_0150,16.9017,105.2471,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-029,SOL_1_beam_0151,14.9133,92.8651,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-027,SOL_1_beam_0152,12.1792,75.8398,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-030,SOL_1_beam_0153,5.9653,37.146,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-050,SOL_1_beam_0154,16.9017,105.2471,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-054,SOL_1_beam_0155,14.9133,92.8651,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-051,SOL_1_beam_0156,12.1792,75.8398,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-055,SOL_1_beam_0157,11.185,69.6488,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-076,SOL_1_beam_0158,16.9017,105.2471,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-079,SOL_1_beam_0159,14.9133,92.8651,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-077,SOL_1_beam_0160,12.1792,75.8398,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-080,SOL_1_beam_0161,11.185,69.6488,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-070,SOL_1_beam_0162,27.341,170.2527,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-073,SOL_1_beam_0163,10.1908,63.4578,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-071,SOL_1_beam_0164,41.7572,260.0222,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-074,SOL_1_beam_0165,6.711,41.7893,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-084,SOL_1_beam_0166,27.341,170.2527,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-083,SOL_1_beam_0167,25.8497,160.9661,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-091,SOL_1_beam_0168,0.0,0.0,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-092,SOL_1_beam_0169,3.4798,21.6685,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-081,SOL_1_beam_0170,4.7225,29.4073,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-093,SOL_1_beam_0171,3.4798,21.6685,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-082,SOL_1_beam_0172,27.0925,168.7049,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-090,SOL_1_beam_0173,1.4913,9.2865,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-089,SOL_1_beam_0174,1.2428,7.7388,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-038,SOL_1_beam_0175,8.948,55.7191,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-034,SOL_1_beam_0176,4.7225,29.4073,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-037,SOL_1_beam_0177,5.9653,37.146,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-033,SOL_1_beam_0178,8.6994,54.1713,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-041,SOL_1_beam_0179,2.4855,15.4775,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-040,SOL_1_beam_0180,2.237,13.9298,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-098,SOL_1_beam_0181,67.6069,420.9884,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-069,SOL_1_beam_0182,4.7225,29.4073,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-099,SOL_1_beam_0183,16.6532,103.6993,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-039,SOL_1_beam_0184,1.4913,9.2865,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-068,SOL_1_beam_0185,6.4624,40.2415,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-072,SOL_1_beam_0186,74.0694,461.2299,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P1,E1-P1-V-075,SOL_1_beam_0187,4.2254,26.3118,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-010,SOL_2_beam_0188,22.4208,139.6142,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-009,SOL_2_beam_0189,24.3918,151.888,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-034,SOL_2_beam_0190,1.7247,10.7396,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-024,SOL_2_beam_0191,6.4059,39.8898,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-040,SOL_2_beam_0192,6.1596,38.3556,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-023,SOL_2_beam_0193,6.4059,39.8898,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-073,SOL_2_beam_0194,6.1596,38.3556,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-058,SOL_2_beam_0195,6.4059,39.8898,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-072,SOL_2_beam_0196,6.1596,38.3556,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-057,SOL_2_beam_0197,6.4059,39.8898,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-095,SOL_2_beam_0198,6.4059,39.8898,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-085,SOL_2_beam_0199,6.4059,39.8898,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-094,SOL_2_beam_0200,6.4059,39.8898,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-084,SOL_2_beam_0201,6.4059,39.8898,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-105,SOL_2_beam_0202,7.3915,46.0267,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-104,SOL_2_beam_0203,7.1451,44.4924,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-008,SOL_2_beam_0204,24.3918,151.888,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-007,SOL_2_beam_0205,0.0,0.0,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-039,SOL_2_beam_0206,6.1596,38.3556,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-022,SOL_2_beam_0207,6.4059,39.8898,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-031,SOL_2_beam_0208,0.0,0.0,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-071,SOL_2_beam_0209,6.1596,38.3556,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-056,SOL_2_beam_0210,6.4059,39.8898,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-063,SOL_2_beam_0211,0.0,0.0,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-093,SOL_2_beam_0212,6.4059,39.8898,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-083,SOL_2_beam_0213,6.4059,39.8898,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-089,SOL_2_beam_0214,0.0,0.0,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-103,SOL_2_beam_0215,7.3915,46.0267,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-102,SOL_2_beam_0216,0.0,0.0,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-012,SOL_2_beam_0217,32.5225,202.5173,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-011,SOL_2_beam_0218,25.6238,159.5591,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-027,SOL_2_beam_0219,9.8553,61.3689,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-035,SOL_2_beam_0220,2.2174,13.808,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-025,SOL_2_beam_0221,7.3915,46.0267,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-064,SOL_2_beam_0222,6.8987,42.9582,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-074,SOL_2_beam_0223,7.3915,46.0267,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-059,SOL_2_beam_0224,7.3915,46.0267,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-086,SOL_2_beam_0225,7.3915,46.0267,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-013,SOL_2_beam_0226,22.1744,138.08,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-019,SOL_2_beam_0227,14.7829,92.0533,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-014,SOL_2_beam_0228,13.7974,85.9164,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-020,SOL_2_beam_0229,11.0872,69.04,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-017,SOL_2_beam_0230,0.0,0.0,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-015,SOL_2_beam_0231,7.8842,49.0951,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-021,SOL_2_beam_0232,3.9421,24.5476,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-044,SOL_2_beam_0233,0.7391,4.6027,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-026,SOL_2_beam_0234,10.8408,67.5058,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-028,SOL_2_beam_0235,0.0,0.0,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-048,SOL_2_beam_0236,17.2468,107.3956,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-051,SOL_2_beam_0237,14.7829,92.0533,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-049,SOL_2_beam_0238,8.8698,55.232,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-052,SOL_2_beam_0239,11.0872,69.04,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-036,SOL_2_beam_0240,8.6234,53.6978,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-042,SOL_2_beam_0241,5.9132,36.8213,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-076,SOL_2_beam_0242,17.2468,107.3956,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-080,SOL_2_beam_0243,14.7829,92.0533,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-077,SOL_2_beam_0244,12.3191,76.7111,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_1,P2,E1-P2-V-081,SOL_2_beam_0245,11.0872,69.04,,,,,,,,,
