load_type,source,status,building,floor,beam_id,elementTag,area_m2,load_kN,member_category,member_id,load_id,source_value,source_unit,SI_value,SI_unit,geometry_type,annotation_anchor_sheet_xy
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-112,SOL2_4_beam_0421,7.4016,46.0896,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-111,SOL2_4_beam_0422,4.9344,30.7264,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-089,SOL2_4_beam_0423,11.1024,69.1343,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-087,SOL2_4_beam_0424,9.8688,61.4527,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-103,SOL2_4_beam_0425,11.3491,70.6707,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-106,SOL2_4_beam_0426,11.3491,70.6707,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-077,SOL2_4_beam_0427,4.1942,26.1174,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-076,SOL2_4_beam_0428,2.9606,18.4358,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-081,SOL2_4_beam_0429,0.7402,4.609,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-075,SOL2_4_beam_0430,2.7139,16.8995,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-085,SOL2_4_beam_0431,0.7402,4.609,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-080,SOL2_4_beam_0432,0.4934,3.0726,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-072,SOL2_4_beam_0433,2.4672,15.3632,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-084,SOL2_4_beam_0434,0.9869,6.1453,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-060,SOL2_4_beam_0435,0.9869,6.1453,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-062,SOL2_4_beam_0436,0.9869,6.1453,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-048,SOL2_4_beam_0437,1.9738,12.2905,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-061,SOL2_4_beam_0438,1.727,10.7542,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-063,SOL2_4_beam_0439,0.7402,4.609,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-049,SOL2_4_beam_0440,1.2336,7.6816,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-059,SOL2_4_beam_0441,3.7008,23.0448,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-058,SOL2_4_beam_0442,2.9606,18.4358,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-079,SOL2_4_beam_0443,0.9869,6.1453,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-074,SOL2_4_beam_0444,1.4803,9.2179,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-083,SOL2_4_beam_0445,0.9869,6.1453,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-078,SOL2_4_beam_0446,1.727,10.7542,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-073,SOL2_4_beam_0447,1.727,10.7542,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-082,SOL2_4_beam_0448,0.7402,4.609,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-116,SOL2_4_beam_0449,0.4934,3.0726,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-110,SOL2_4_beam_0450,2.4672,15.3632,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-120,SOL2_4_beam_0451,1.4803,9.2179,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-115,SOL2_4_beam_0452,0.9869,6.1453,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-109,SOL2_4_beam_0453,4.6877,29.1901,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-119,SOL2_4_beam_0454,1.4803,9.2179,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-015,SOL2_4_beam_0455,2.9606,18.4358,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-014,SOL2_4_beam_0456,0.0,0.0,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-008,SOL2_4_beam_0457,0.9869,6.1453,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-007,SOL2_4_beam_0458,0.7402,4.609,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-012,SOL2_4_beam_0459,2.2205,13.8269,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-013,SOL2_4_beam_0460,4.4409,27.6537,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-011,SOL2_4_beam_0461,2.9606,18.4358,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-005,SOL2_4_beam_0462,0.4934,3.0726,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-006,SOL2_4_beam_0463,1.727,10.7542,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-004,SOL2_4_beam_0464,1.4803,9.2179,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-009,SOL2_4_beam_0465,2.9606,18.4358,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-010,SOL2_4_beam_0466,0.2467,1.5363,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-002,SOL2_4_beam_0467,0.2467,1.5363,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-003,SOL2_4_beam_0468,0.4934,3.0726,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-001,SOL2_4_beam_0469,0.9869,6.1453,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-022,SOL2_4_beam_0470,2.9606,18.4358,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-021,SOL2_4_beam_0471,2.2205,13.8269,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-020,SOL2_4_beam_0472,2.2205,13.8269,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-019,SOL2_4_beam_0473,2.9606,18.4358,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-055,SOL2_4_beam_0474,2.9606,18.4358,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-054,SOL2_4_beam_0475,2.4672,15.3632,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-053,SOL2_4_beam_0476,2.2205,13.8269,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-052,SOL2_4_beam_0477,2.9606,18.4358,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-028,SOL2_4_beam_0478,4.9344,30.7264,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-038,SOL2_4_beam_0479,5.1811,32.2627,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-033,SOL2_4_beam_0480,1.2336,7.6816,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-032,SOL2_4_beam_0481,2.9606,18.4358,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-034,SOL2_4_beam_0482,0.2467,1.5363,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-043,SOL2_4_beam_0483,1.2336,7.6816,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-042,SOL2_4_beam_0484,0.7402,4.609,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-044,SOL2_4_beam_0485,0.2467,1.5363,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-036,SOL2_4_beam_0486,1.727,10.7542,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-035,SOL2_4_beam_0487,2.4672,15.3632,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-037,SOL2_4_beam_0488,0.7402,4.609,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-046,SOL2_4_beam_0489,1.727,10.7542,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-045,SOL2_4_beam_0490,2.4672,15.3632,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-047,SOL2_4_beam_0491,0.7402,4.609,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-030,SOL2_4_beam_0492,1.9738,12.2905,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-029,SOL2_4_beam_0493,3.4541,21.5085,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-031,SOL2_4_beam_0494,1.9738,12.2905,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-040,SOL2_4_beam_0495,1.727,10.7542,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-039,SOL2_4_beam_0496,3.4541,21.5085,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-041,SOL2_4_beam_0497,0.7402,4.609,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-071,SOL2_4_beam_0498,7.1548,44.5532,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-067,SOL2_4_beam_0499,3.7008,23.0448,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-069,SOL2_4_beam_0500,7.4016,46.0896,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-065,SOL2_4_beam_0501,4.4409,27.6537,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-070,SOL2_4_beam_0502,4.1942,26.1174,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-066,SOL2_4_beam_0503,1.9738,12.2905,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-068,SOL2_4_beam_0504,7.1548,44.5532,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-064,SOL2_4_beam_0505,3.7008,23.0448,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-025,SOL2_4_beam_0506,2.2205,13.8269,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-017,SOL2_4_beam_0507,3.2073,19.9721,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-024,SOL2_4_beam_0508,3.2073,19.9721,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-023,SOL2_4_beam_0509,1.2336,7.6816,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-027,SOL2_4_beam_0510,0.9869,6.1453,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-018,SOL2_4_beam_0511,1.727,10.7542,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-026,SOL2_4_beam_0512,1.4803,9.2179,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-016,SOL2_4_beam_0513,2.9606,18.4358,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-051,SOL2_4_beam_0514,0.9869,6.1453,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,P4,E2-P4-V-050,SOL2_4_beam_0515,0.4934,3.0726,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-030,SOL2_1S_beam_0001,4.4409,27.6537,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-029,SOL2_1S_beam_0002,3.9475,24.5811,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-056,SOL2_1S_beam_0003,4.4409,27.6537,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-055,SOL2_1S_beam_0004,7.4016,46.0896,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-078,SOL2_1S_beam_0005,5.4278,33.799,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-077,SOL2_1S_beam_0006,7.4016,46.0896,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-072,SOL2_1S_beam_0007,11.1024,69.1343,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-070,SOL2_1S_beam_0008,11.1024,69.1343,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-076,SOL2_1S_beam_0009,7.4016,46.0896,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-075,SOL2_1S_beam_0010,5.6745,35.3353,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-059,SOL2_1S_beam_0011,0.9869,6.1453,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-061,SOL2_1S_beam_0012,16.2834,101.397,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-057,SOL2_1S_beam_0013,16.0367,99.8607,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-082,SOL2_1S_beam_0014,0.4934,3.0726,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-083,SOL2_1S_beam_0015,19.9842,124.4418,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-080,SOL2_1S_beam_0016,15.2966,95.2518,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-081,SOL2_1S_beam_0017,11.1024,69.1343,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-084,SOL2_1S_beam_0018,12.5827,78.3523,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-088,SOL2_1S_beam_0019,13.5695,84.4975,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-087,SOL2_1S_beam_0020,13.3228,82.9612,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-090,SOL2_1S_beam_0021,4.9344,30.7264,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-089,SOL2_1S_beam_0022,14.5564,90.6428,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-071,SOL2_1S_beam_0023,16.0367,99.8607,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-069,SOL2_1S_beam_0024,16.0367,99.8607,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-074,SOL2_1S_beam_0025,7.1548,44.5532,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-073,SOL2_1S_beam_0026,4.9344,30.7264,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-079,SOL2_1S_beam_0027,0.2467,1.5363,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-086,SOL2_1S_beam_0028,15.5433,96.7881,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-085,SOL2_1S_beam_0029,4.9344,30.7264,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-063,SOL2_1S_beam_0030,4.4409,27.6537,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-064,SOL2_1S_beam_0031,7.1548,44.5532,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-051,SOL2_1S_beam_0032,4.4409,27.6537,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-052,SOL2_1S_beam_0033,7.4016,46.0896,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-054,SOL2_1S_beam_0034,7.1548,44.5532,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-053,SOL2_1S_beam_0035,4.9344,30.7264,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-066,SOL2_1S_beam_0036,7.4016,46.0896,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-065,SOL2_1S_beam_0037,4.9344,30.7264,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-060,SOL2_1S_beam_0038,0.9869,6.1453,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-058,SOL2_1S_beam_0039,11.3491,70.6707,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-062,SOL2_1S_beam_0040,11.1024,69.1343,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-040,SOL2_1S_beam_0041,7.4016,46.0896,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-036,SOL2_1S_beam_0042,3.7008,23.0448,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-044,SOL2_1S_beam_0043,4.1942,26.1174,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-043,SOL2_1S_beam_0044,2.9606,18.4358,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-038,SOL2_1S_beam_0045,7.4016,46.0896,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-034,SOL2_1S_beam_0046,4.4409,27.6537,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-042,SOL2_1S_beam_0047,4.1942,26.1174,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-041,SOL2_1S_beam_0048,3.9475,24.5811,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-023,SOL2_1S_beam_0049,3.9475,24.5811,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-024,SOL2_1S_beam_0050,3.9475,24.5811,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-015,SOL2_1S_beam_0051,5.1811,32.2627,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-019,SOL2_1S_beam_0052,4.9344,30.7264,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-032,SOL2_1S_beam_0053,3.7008,23.0448,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-031,SOL2_1S_beam_0054,2.9606,18.4358,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-017,SOL2_1S_beam_0055,4.4409,27.6537,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-021,SOL2_1S_beam_0056,2.2205,13.8269,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-046,SOL2_1S_beam_0057,3.4541,21.5085,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-045,SOL2_1S_beam_0058,3.9475,24.5811,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-047,SOL2_1S_beam_0059,13.8163,86.0339,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-049,SOL2_1S_beam_0060,16.0367,99.8607,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-048,SOL2_1S_beam_0061,9.8688,61.4528,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-050,SOL2_1S_beam_0062,11.1024,69.1343,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-068,SOL2_1S_beam_0063,4.4409,27.6537,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-067,SOL2_1S_beam_0064,7.4016,46.0896,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-006,SOL2_1S_beam_0065,3.2073,19.9721,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-003,SOL2_1S_beam_0066,1.727,10.7542,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-005,SOL2_1S_beam_0067,9.622,59.9164,,,,,,,,,
SURFACE,TRIBUTARY_AREA,APLICADO_P1L3,EDIFICIO_2,S1,E2-S1-V-002,SOL2_1S_beam_0068,3.7008,23.0448,,,,,,,,,
